CustomerID,Recency,Frequency,MonetaryValue,R_Score,F_Score,M_Score,RFM_Score_Total,RFM_Segment
16791,51,15,4038.69,3,4,4,344,03 - Loyal Customers
16792,304,5,623.46,2,3,2,232,06 - Others / Need Attention
16793,79,1,243.84,3,1,1,311,06 - Others / Need Attention
16794,23,15,2090.91,4,4,3,443,02 - Potential Loyalists
16795,387,3,2492.39,2,3,4,234,03 - Loyal Customers
16796,111,1,305.62,3,1,1,311,06 - Others / Need Attention
16797,415,5,1827.77,1,3,3,133,06 - Others / Need Attention
16798,576,3,848.71,1,3,2,132,06 - Others / Need Attention
16799,454,2,495.98,1,2,2,122,04 - At Risk
16800,33,1,1201.49,4,1,3,413,06 - Others / Need Attention
16801,185,4,1619.73,2,3,3,233,03 - Loyal Customers
16802,701,2,582.61,1,2,2,122,04 - At Risk
16803,87,1,332.3,3,1,1,311,06 - Others / Need Attention
16804,45,3,536.99,4,3,2,432,06 - Others / Need Attention
16805,195,5,1097.24,2,3,3,233,03 - Loyal Customers
16806,125,4,801.49,2,3,2,232,06 - Others / Need Attention
16807,164,6,2123.88,2,3,3,233,03 - Loyal Customers
16808,121,2,288.42,2,2,1,221,04 - At Risk
16809,45,9,1727.43,4,4,3,443,02 - Potential Loyalists
16810,214,2,842.04,2,2,2,222,04 - At Risk
16811,26,2,547.07,4,2,2,422,06 - Others / Need Attention
16812,382,4,2392.0,2,3,4,234,03 - Loyal Customers
16813,30,10,1692.98,4,4,3,443,02 - Potential Loyalists
16814,36,36,12499.710000000001,4,4,4,444,01 - Champions
16815,475,2,410.97,1,2,2,122,04 - At Risk
16816,125,4,417.06,2,3,2,232,06 - Others / Need Attention
16817,24,13,2804.9,4,4,4,444,01 - Champions
16818,32,11,3349.57,4,4,4,444,01 - Champions
16819,487,2,182.59,1,2,1,121,04 - At Risk
16820,117,1,497.61,2,1,2,212,04 - At Risk
16821,403,1,113.35,1,1,1,111,04 - At Risk
16822,708,1,181.39,1,1,1,111,04 - At Risk
16823,249,7,2260.09,2,4,3,243,03 - Loyal Customers
16824,37,3,686.24,4,3,2,432,06 - Others / Need Attention
16825,60,5,1826.89,3,3,3,333,03 - Loyal Customers
16826,73,1,341.7,3,1,1,311,06 - Others / Need Attention
16827,415,5,392.13,1,3,2,132,06 - Others / Need Attention
16828,115,2,128.5,3,2,1,321,06 - Others / Need Attention
16829,178,2,513.32,2,2,2,222,04 - At Risk
16830,60,4,1207.5,3,3,3,333,03 - Loyal Customers
16831,586,1,91.8,1,1,1,111,04 - At Risk
16832,206,5,417.61,2,3,2,232,06 - Others / Need Attention
16833,23,6,2409.04,4,3,4,434,02 - Potential Loyalists
16834,249,2,898.96,2,2,3,223,06 - Others / Need Attention
16835,150,6,1538.41,2,3,3,233,03 - Loyal Customers
16836,61,4,782.37,3,3,2,332,06 - Others / Need Attention
16837,53,11,3170.98,3,4,4,344,03 - Loyal Customers
16838,219,4,1159.6100000000001,2,3,3,233,03 - Loyal Customers
16839,30,44,22310.49,4,4,4,444,01 - Champions
16840,625,2,139.85,1,2,1,121,04 - At Risk
16841,58,12,4006.06,3,4,4,344,03 - Loyal Customers
16842,122,3,1264.19,2,3,3,233,03 - Loyal Customers
16843,64,35,19571.43,3,4,4,344,03 - Loyal Customers
16844,584,2,614.34,1,2,2,122,04 - At Risk
16845,640,1,253.88,1,1,1,111,04 - At Risk
16846,72,3,842.41,3,3,2,332,06 - Others / Need Attention
16847,65,2,614.89,3,2,2,322,06 - Others / Need Attention
16848,74,4,1411.62,3,3,3,333,03 - Loyal Customers
16849,208,1,124.57,2,1,1,211,04 - At Risk
16850,355,1,332.41,2,1,1,211,04 - At Risk
16851,26,3,342.45,4,3,1,431,06 - Others / Need Attention
16852,32,2,144.91,4,2,1,421,06 - Others / Need Attention
16854,439,2,1408.96,1,2,3,123,06 - Others / Need Attention
16855,45,2,328.40000000000003,4,2,1,421,06 - Others / Need Attention
16856,36,3,358.49,4,3,2,432,06 - Others / Need Attention
16857,464,1,352.8,1,1,2,112,04 - At Risk
16858,390,10,4668.28,2,4,4,244,03 - Loyal Customers
16859,166,7,1932.41,2,4,3,243,03 - Loyal Customers
16860,474,3,1610.62,1,3,3,133,06 - Others / Need Attention
16861,81,5,946.59,3,3,3,333,03 - Loyal Customers
16862,569,4,662.33,1,3,2,132,06 - Others / Need Attention
16863,53,3,998.52,3,3,3,333,03 - Loyal Customers
16864,456,2,409.25,1,2,2,122,04 - At Risk
16865,423,1,130.95,1,1,1,111,04 - At Risk
16866,162,3,207.74,2,3,1,231,06 - Others / Need Attention
16867,711,1,76.74000000000001,1,1,1,111,04 - At Risk
16868,416,3,393.39,1,3,2,132,06 - Others / Need Attention
16869,44,4,825.4200000000001,4,3,2,432,06 - Others / Need Attention
16870,491,1,450.16,1,1,2,112,04 - At Risk
16871,44,6,2812.34,4,3,4,434,02 - Potential Loyalists
16872,99,6,1213.13,3,3,3,333,03 - Loyal Customers
16873,26,12,14617.39,4,4,4,444,01 - Champions
16874,401,1,217.74,2,1,1,211,04 - At Risk
16875,89,11,4234.53,3,4,4,344,03 - Loyal Customers
16876,425,1,136.01,1,1,1,111,04 - At Risk
16877,34,6,853.72,4,3,2,432,06 - Others / Need Attention
16878,106,1,13.3,3,1,1,311,06 - Others / Need Attention
16880,52,8,1840.86,3,4,3,343,03 - Loyal Customers
16881,88,1,432.0,3,1,2,312,06 - Others / Need Attention
16882,88,3,705.12,3,3,2,332,06 - Others / Need Attention
16883,209,19,2396.59,2,4,4,244,03 - Loyal Customers
16884,59,4,1073.92,3,3,3,333,03 - Loyal Customers
16885,37,4,710.74,4,3,2,432,06 - Others / Need Attention
16886,478,1,134.0,1,1,1,111,04 - At Risk
16887,57,3,660.72,3,3,2,332,06 - Others / Need Attention
16888,422,3,437.15,1,3,2,132,06 - Others / Need Attention
16889,216,6,2530.9,2,3,4,234,03 - Loyal Customers
16890,498,3,285.41,1,3,1,131,06 - Others / Need Attention
16891,23,11,2056.82,4,4,3,443,02 - Potential Loyalists
16892,23,7,762.1,4,4,2,442,06 - Others / Need Attention
16893,388,2,401.77,2,2,2,222,04 - At Risk
16894,524,3,1324.06,1,3,3,133,06 - Others / Need Attention
16895,86,5,1121.42,3,3,3,333,03 - Loyal Customers
16896,577,1,103.95,1,1,1,111,04 - At Risk
16897,321,2,289.78,2,2,1,221,04 - At Risk
16898,48,5,1016.37,3,3,3,333,03 - Loyal Customers
16899,29,8,1721.02,4,4,3,443,02 - Potential Loyalists
16900,38,3,887.11,4,3,2,432,06 - Others / Need Attention
16901,751,1,204.26,1,1,1,111,04 - At Risk
16902,138,1,1706.88,2,1,3,213,06 - Others / Need Attention
16903,51,3,1062.28,3,3,3,333,03 - Loyal Customers
16904,26,21,5132.37,4,4,4,444,01 - Champions
16905,27,17,5034.15,4,4,4,444,01 - Champions
16906,103,7,1448.8,3,4,3,343,03 - Loyal Customers
16907,51,9,1707.9,3,4,3,343,03 - Loyal Customers
16908,744,1,252.59,1,1,1,111,04 - At Risk
16909,94,1,379.14,3,1,2,312,06 - Others / Need Attention
16910,26,8,1510.06,4,4,3,443,02 - Potential Loyalists
16911,657,2,255.25,1,2,1,121,04 - At Risk
16912,50,15,4480.31,3,4,4,344,03 - Loyal Customers
16913,312,3,423.91,2,3,2,232,06 - Others / Need Attention
16914,58,1,208.46,3,1,1,311,06 - Others / Need Attention
16915,31,11,1543.18,4,4,3,443,02 - Potential Loyalists
16916,45,4,1123.4,4,3,3,433,02 - Potential Loyalists
16917,298,2,1857.83,2,2,3,223,06 - Others / Need Attention
16918,71,16,3213.29,3,4,4,344,03 - Loyal Customers
16919,178,24,5125.91,2,4,4,244,03 - Loyal Customers
16920,433,1,355.45,1,1,2,112,04 - At Risk
16921,83,3,446.67,3,3,2,332,06 - Others / Need Attention
16922,594,1,611.08,1,1,2,112,04 - At Risk
16923,34,32,13378.36,4,4,4,444,01 - Champions
16924,43,3,846.75,4,3,2,432,06 - Others / Need Attention
16925,562,1,125.65,1,1,1,111,04 - At Risk
16926,393,5,1421.35,2,3,3,233,03 - Loyal Customers
16927,137,3,543.05,2,3,2,232,06 - Others / Need Attention
16928,102,29,4113.23,3,4,4,344,03 - Loyal Customers
16929,25,7,1295.39,4,4,3,443,02 - Potential Loyalists
16930,48,3,380.55,3,3,2,332,06 - Others / Need Attention
16931,27,23,5233.62,4,4,4,444,01 - Champions
16932,75,3,440.71,3,3,2,332,06 - Others / Need Attention
16933,23,9,3181.25,4,4,4,444,01 - Champions
16934,76,6,2110.9900000000002,3,3,3,333,03 - Loyal Customers
16935,403,3,535.1,1,3,2,132,06 - Others / Need Attention
16936,47,2,551.17,3,2,2,322,06 - Others / Need Attention
16937,521,1,202.1,1,1,1,111,04 - At Risk
16938,30,9,7043.18,4,4,4,444,01 - Champions
16939,510,3,449.0,1,3,2,132,06 - Others / Need Attention
16940,74,8,6427.66,3,4,4,344,03 - Loyal Customers
16941,633,1,33.0,1,1,1,111,04 - At Risk
16942,34,9,1920.59,4,4,3,443,02 - Potential Loyalists
16943,233,5,1299.49,2,3,3,233,03 - Loyal Customers
16944,631,1,101.36,1,1,1,111,04 - At Risk
16945,43,33,8548.16,4,4,4,444,01 - Champions
16946,405,5,1222.04,1,3,3,133,06 - Others / Need Attention
16947,257,5,955.21,2,3,3,233,03 - Loyal Customers
16948,160,7,868.77,2,4,2,242,06 - Others / Need Attention
16949,25,6,1286.27,4,3,3,433,02 - Potential Loyalists
16950,78,10,3784.37,3,4,4,344,03 - Loyal Customers
16951,156,3,1277.75,2,3,3,233,03 - Loyal Customers
16952,131,5,798.78,2,3,2,232,06 - Others / Need Attention
16953,52,1,20.8,3,1,1,311,06 - Others / Need Attention
16954,22,20,6081.88,4,4,4,444,01 - Champions
16955,206,6,1309.41,2,3,3,233,03 - Loyal Customers
16956,39,1,308.74,4,1,1,411,06 - Others / Need Attention
16957,261,2,416.64,2,2,2,222,04 - At Risk
16958,457,1,809.44,1,1,2,112,04 - At Risk
16959,109,1,117.35000000000001,3,1,1,311,06 - Others / Need Attention
16960,60,8,2043.43,3,4,3,343,03 - Loyal Customers
16961,138,3,794.56,2,3,2,232,06 - Others / Need Attention
16962,431,1,251.04,1,1,1,111,04 - At Risk
16963,209,1,110.55000000000001,2,1,1,211,04 - At Risk
16964,755,2,207.85,1,2,1,121,04 - At Risk
16965,248,1,201.19,2,1,1,211,04 - At Risk
16966,30,7,2154.97,4,4,3,443,02 - Potential Loyalists
16967,211,1,319.02,2,1,1,211,04 - At Risk
16968,26,2,439.43,4,2,2,422,06 - Others / Need Attention
16969,61,3,650.41,3,3,2,332,06 - Others / Need Attention
16970,648,1,71.4,1,1,1,111,04 - At Risk
16971,60,1,357.21,3,1,2,312,06 - Others / Need Attention
16972,404,2,786.25,1,2,2,122,04 - At Risk
16973,408,1,127.0,1,1,1,111,04 - At Risk
16974,544,2,365.5,1,2,2,122,04 - At Risk
16975,445,3,926.12,1,3,3,133,06 - Others / Need Attention
16976,289,1,251.51999999999998,2,1,1,211,04 - At Risk
16977,417,4,496.0,1,3,2,132,06 - Others / Need Attention
16978,99,3,768.88,3,3,2,332,06 - Others / Need Attention
16979,25,9,2859.74,4,4,4,444,01 - Champions
16980,277,3,1473.33,2,3,3,233,03 - Loyal Customers
16982,82,1,384.06,3,1,2,312,06 - Others / Need Attention
16983,34,11,3710.2200000000003,4,4,4,444,01 - Champions
16984,110,9,10754.8,3,4,4,344,03 - Loyal Customers
16985,39,23,10923.16,4,4,4,444,01 - Champions
16986,51,11,4888.75,3,4,4,344,03 - Loyal Customers
16987,25,11,2535.9,4,4,4,444,01 - Champions
16988,27,2,382.67,4,2,2,422,06 - Others / Need Attention
16989,29,6,1133.25,4,3,3,433,02 - Potential Loyalists
16990,240,2,344.0,2,2,1,221,04 - At Risk
16991,443,1,1041.21,1,1,3,113,06 - Others / Need Attention
16992,32,13,5476.5,4,4,4,444,01 - Champions
16993,485,2,1950.95,1,2,3,123,06 - Others / Need Attention
16996,52,9,2123.61,3,4,3,343,03 - Loyal Customers
16997,310,3,702.0,2,3,2,232,06 - Others / Need Attention
16998,171,5,402.0,2,3,2,232,06 - Others / Need Attention
16999,45,2,484.82,4,2,2,422,06 - Others / Need Attention
17000,418,2,406.3,1,2,2,122,04 - At Risk
17001,22,19,6640.8,4,4,4,444,01 - Champions
17002,107,7,2571.55,3,4,4,344,03 - Loyal Customers
17003,424,4,830.16,1,3,2,132,06 - Others / Need Attention
17004,68,4,2425.16,3,3,4,334,03 - Loyal Customers
17005,492,2,742.36,1,2,2,122,04 - At Risk
17006,26,8,1636.32,4,4,3,443,02 - Potential Loyalists
17007,72,7,1120.1000000000001,3,4,3,343,03 - Loyal Customers
17008,451,1,81.36,1,1,1,111,04 - At Risk
17009,573,1,242.06,1,1,1,111,04 - At Risk
17010,40,1,195.36,4,1,1,411,06 - Others / Need Attention
17011,52,3,671.7,3,3,2,332,06 - Others / Need Attention
17012,747,1,384.16,1,1,2,112,04 - At Risk
17014,30,3,586.33,4,3,2,432,06 - Others / Need Attention
17015,50,3,1842.56,3,3,3,333,03 - Loyal Customers
17016,598,1,552.4,1,1,2,112,04 - At Risk
17017,24,29,14110.61,4,4,4,444,01 - Champions
17018,62,6,2287.7,3,3,3,333,03 - Loyal Customers
17019,33,11,4012.2,4,4,4,444,01 - Champions
17020,564,2,935.62,1,2,3,123,06 - Others / Need Attention
17021,464,6,1182.22,1,3,3,133,06 - Others / Need Attention
17022,53,2,260.0,3,2,1,321,06 - Others / Need Attention
17023,439,3,800.1800000000001,1,3,2,132,06 - Others / Need Attention
17024,67,3,95.85,3,3,1,331,06 - Others / Need Attention
17025,82,5,1510.64,3,3,3,333,03 - Loyal Customers
17026,207,3,208.98000000000002,2,3,1,231,06 - Others / Need Attention
17027,100,9,1327.11,3,4,3,343,03 - Loyal Customers
17028,603,3,1593.83,1,3,3,133,06 - Others / Need Attention
17029,132,7,2137.3,2,4,3,243,03 - Loyal Customers
17030,85,1,146.87,3,1,1,311,06 - Others / Need Attention
17031,33,6,2773.85,4,3,4,434,02 - Potential Loyalists
17032,569,8,3004.6,1,4,4,144,06 - Others / Need Attention
17033,108,4,1332.79,3,3,3,333,03 - Loyal Customers
17034,38,5,1283.92,4,3,3,433,02 - Potential Loyalists
17035,267,4,613.59,2,3,2,232,06 - Others / Need Attention
17036,405,1,176.9,1,1,1,111,04 - At Risk
17037,109,1,1267.32,3,1,3,313,06 - Others / Need Attention
17038,52,2,743.17,3,2,2,322,06 - Others / Need Attention
17039,626,1,1954.99,1,1,3,113,06 - Others / Need Attention
17040,159,2,463.25,2,2,2,222,04 - At Risk
17041,48,6,1686.28,3,3,3,333,03 - Loyal Customers
17042,24,5,1044.38,4,3,3,433,02 - Potential Loyalists
17043,54,8,2616.55,3,4,4,344,03 - Loyal Customers
17044,47,12,11962.300000000001,3,4,4,344,03 - Loyal Customers
17045,135,5,827.6800000000001,2,3,2,232,06 - Others / Need Attention
17046,179,5,1906.07,2,3,3,233,03 - Loyal Customers
17047,107,6,2289.23,3,3,3,333,03 - Loyal Customers
17048,139,7,2071.68,2,4,3,243,03 - Loyal Customers
17049,24,19,9947.48,4,4,4,444,01 - Champions
17050,118,11,4691.79,2,4,4,244,03 - Loyal Customers
17051,216,4,714.39,2,3,2,232,06 - Others / Need Attention
17052,50,1,413.75,3,1,2,312,06 - Others / Need Attention
17053,152,1,498.48,2,1,2,212,04 - At Risk
17054,50,5,1356.33,3,3,3,333,03 - Loyal Customers
17055,467,1,239.55,1,1,1,111,04 - At Risk
17056,760,1,128.60000000000002,1,1,1,111,04 - At Risk
17057,618,1,294.74,1,1,1,111,04 - At Risk
17058,103,3,1179.89,3,3,3,333,03 - Loyal Customers
17059,51,9,5602.53,3,4,4,344,03 - Loyal Customers
17060,288,1,234.24,2,1,1,211,04 - At Risk
17061,95,11,5232.2300000000005,3,4,4,344,03 - Loyal Customers
17062,335,6,1208.22,2,3,3,233,03 - Loyal Customers
17063,43,13,3638.53,4,4,4,444,01 - Champions
17064,80,3,859.35,3,3,2,332,06 - Others / Need Attention
17065,659,2,194.7,1,2,1,121,04 - At Risk
17066,748,1,228.34,1,1,1,111,04 - At Risk
17067,746,3,454.54,1,3,2,132,06 - Others / Need Attention
17068,34,47,9161.08,4,4,4,444,01 - Champions
17069,50,14,5794.28,3,4,4,344,03 - Loyal Customers
17070,136,2,445.32,2,2,2,222,04 - At Risk
17071,50,13,3801.2000000000003,3,4,4,344,03 - Loyal Customers
17072,647,1,282.05,1,1,1,111,04 - At Risk
17073,39,4,1446.09,4,3,3,433,02 - Potential Loyalists
17074,584,1,203.05,1,1,1,111,04 - At Risk
17075,39,10,2241.73,4,4,3,443,02 - Potential Loyalists
17076,58,6,1242.75,3,3,3,333,03 - Loyal Customers
17077,600,1,306.0,1,1,1,111,04 - At Risk
17078,58,2,378.2,3,2,2,322,06 - Others / Need Attention
17079,100,1,118.80000000000001,3,1,1,311,06 - Others / Need Attention
17080,44,7,957.53,4,4,3,443,02 - Potential Loyalists
17081,47,6,964.39,3,3,3,333,03 - Loyal Customers
17082,55,6,4732.03,3,3,4,334,03 - Loyal Customers
17083,131,9,4049.79,2,4,4,244,03 - Loyal Customers
17084,57,3,5202.97,3,3,4,334,03 - Loyal Customers
17085,145,28,7891.41,2,4,4,244,03 - Loyal Customers
17086,29,6,2050.08,4,3,3,433,02 - Potential Loyalists
17087,759,1,221.53,1,1,1,111,04 - At Risk
17088,50,4,1991.01,3,3,3,333,03 - Loyal Customers
17089,408,1,128.45,1,1,1,111,04 - At Risk
17090,26,13,3149.48,4,4,4,444,01 - Champions
17091,24,19,7811.1,4,4,4,444,01 - Champions
17092,72,11,5594.96,3,4,4,344,03 - Loyal Customers
17093,614,1,235.88,1,1,1,111,04 - At Risk
17094,344,2,402.20000000000005,2,2,2,222,04 - At Risk
17095,44,7,2572.25,4,4,4,444,01 - Champions
17096,37,11,3759.1800000000003,4,4,4,444,01 - Champions
17097,24,9,1340.45,4,4,3,443,02 - Potential Loyalists
17098,403,3,591.07,1,3,2,132,06 - Others / Need Attention
17099,555,1,582.17,1,1,2,112,04 - At Risk
17100,40,2,971.74,4,2,3,423,06 - Others / Need Attention
17101,32,7,2507.05,4,4,4,444,01 - Champions
17102,283,1,25.5,2,1,1,211,04 - At Risk
17103,744,1,424.3,1,1,2,112,04 - At Risk
17104,445,1,474.03000000000003,1,1,2,112,04 - At Risk
17105,181,2,665.78,2,2,2,222,04 - At Risk
17106,411,1,491.23,1,1,2,112,04 - At Risk
17107,55,10,16075.42,3,4,4,344,03 - Loyal Customers
17108,685,1,174.95,1,1,1,111,04 - At Risk
17109,51,8,1295.46,3,4,3,343,03 - Loyal Customers
17110,187,3,510.7,2,3,2,232,06 - Others / Need Attention
17111,69,2,476.58,3,2,2,322,06 - Others / Need Attention
17112,524,1,205.17000000000002,1,1,1,111,04 - At Risk
17113,596,6,2322.59,1,3,4,134,06 - Others / Need Attention
17114,27,8,808.62,4,4,2,442,06 - Others / Need Attention
17115,30,7,2761.4900000000002,4,4,4,444,01 - Champions
17116,670,1,389.78,1,1,2,112,04 - At Risk
17117,310,1,116.2,2,1,1,211,04 - At Risk
17118,339,1,157.02,2,1,1,211,04 - At Risk
17119,25,2,606.91,4,2,2,422,06 - Others / Need Attention
17120,255,1,307.46,2,1,1,211,04 - At Risk
17121,424,1,314.74,1,1,1,111,04 - At Risk
17122,141,4,570.5,2,3,2,232,06 - Others / Need Attention
17123,183,3,977.1700000000001,2,3,3,233,03 - Loyal Customers
17124,207,1,298.89,2,1,1,211,04 - At Risk
17125,72,1,259.35,3,1,1,311,06 - Others / Need Attention
17126,174,9,2070.44,2,4,3,243,03 - Loyal Customers
17127,450,5,1155.0300000000002,1,3,3,133,06 - Others / Need Attention
17128,356,1,157.09,2,1,1,211,04 - At Risk
17129,542,1,31.85,1,1,1,111,04 - At Risk
17131,27,5,2463.17,4,3,4,434,02 - Potential Loyalists
17132,474,2,1272.8,1,2,3,123,06 - Others / Need Attention
17133,37,12,14622.33,4,4,4,444,01 - Champions
17134,128,3,637.1,2,3,2,232,06 - Others / Need Attention
17135,38,10,1954.16,4,4,3,443,02 - Potential Loyalists
17136,684,1,231.68,1,1,1,111,04 - At Risk
17137,438,6,1133.63,1,3,3,133,06 - Others / Need Attention
17138,297,7,4417.27,2,4,4,244,03 - Loyal Customers
17139,37,25,19584.46,4,4,4,444,01 - Champions
17140,269,1,465.32,2,1,2,212,04 - At Risk
17141,440,4,754.33,1,3,2,132,06 - Others / Need Attention
17142,261,4,1283.75,2,3,3,233,03 - Loyal Customers
17143,439,2,924.11,1,2,3,123,06 - Others / Need Attention
17144,23,2,984.57,4,2,3,423,06 - Others / Need Attention
17145,534,4,3120.91,1,3,4,134,06 - Others / Need Attention
17146,127,13,5860.24,2,4,4,244,03 - Loyal Customers
17147,44,9,3199.95,4,4,4,444,01 - Champions
17148,73,1,124.88,3,1,1,311,06 - Others / Need Attention
17149,473,1,143.10000000000002,1,1,1,111,04 - At Risk
17150,398,6,1375.65,2,3,3,233,03 - Loyal Customers
17151,757,1,231.90000000000003,1,1,1,111,04 - At Risk
17152,216,4,2016.5,2,3,3,233,03 - Loyal Customers
17153,46,1,213.78,4,1,1,411,06 - Others / Need Attention
17154,97,1,329.34,3,1,1,311,06 - Others / Need Attention
17155,39,7,892.46,4,4,2,442,06 - Others / Need Attention
17156,513,1,591.87,1,1,2,112,04 - At Risk
17157,29,19,5151.900000000001,4,4,4,444,01 - Champions
17158,54,5,1980.0,3,3,3,333,03 - Loyal Customers
17159,43,5,2099.59,4,3,3,433,02 - Potential Loyalists
17160,53,17,10209.16,3,4,4,344,03 - Loyal Customers
17161,466,1,856.01,1,1,2,112,04 - At Risk
17162,50,10,1715.46,3,4,3,343,03 - Loyal Customers
17163,43,4,699.78,4,3,2,432,06 - Others / Need Attention
17164,54,7,2467.35,3,4,4,344,03 - Loyal Customers
17165,306,6,1794.32,2,3,3,233,03 - Loyal Customers
17166,60,2,206.34,3,2,1,321,06 - Others / Need Attention
17167,401,3,867.11,2,3,2,232,06 - Others / Need Attention
17168,520,1,400.2,1,1,2,112,04 - At Risk
17169,79,3,1156.73,3,3,3,333,03 - Loyal Customers
17170,396,2,178.68,2,2,1,221,04 - At Risk
17171,311,2,384.59000000000003,2,2,2,222,04 - At Risk
17172,100,3,956.5699999999999,3,3,3,333,03 - Loyal Customers
17173,27,8,3766.6,4,4,4,444,01 - Champions
17174,239,1,59.9,2,1,1,211,04 - At Risk
17175,66,4,1443.69,3,3,3,333,03 - Loyal Customers
17176,223,3,902.3199999999999,2,3,3,233,03 - Loyal Customers
17177,527,1,119.5,1,1,1,111,04 - At Risk
17178,753,1,436.71000000000004,1,1,2,112,04 - At Risk
17179,200,6,1507.26,2,3,3,233,03 - Loyal Customers
17180,78,11,2256.98,3,4,3,343,03 - Loyal Customers
17181,79,3,465.37,3,3,2,332,06 - Others / Need Attention
17182,444,2,321.3,1,2,1,121,04 - At Risk
17183,29,6,3347.31,4,3,4,434,02 - Potential Loyalists
17184,591,2,198.41000000000003,1,2,1,121,04 - At Risk
17185,613,3,229.46,1,3,1,131,06 - Others / Need Attention
17186,68,2,144.0,3,2,1,321,06 - Others / Need Attention
17187,248,2,467.71,2,2,2,222,04 - At Risk
17188,33,13,4592.93,4,4,4,444,01 - Champions
17189,128,5,957.63,2,3,3,233,03 - Loyal Customers
17190,80,7,1743.04,3,4,3,343,03 - Loyal Customers
17191,50,15,4836.05,3,4,4,344,03 - Loyal Customers
17192,558,1,77.83,1,1,1,111,04 - At Risk
17193,57,9,2310.04,3,4,4,344,03 - Loyal Customers
17194,295,3,812.5,2,3,2,232,06 - Others / Need Attention
17195,677,1,562.98,1,1,2,112,04 - At Risk
17196,449,1,352.9,1,1,2,112,04 - At Risk
17197,51,1,1013.01,3,1,3,313,06 - Others / Need Attention
17198,45,3,1213.88,4,3,3,433,02 - Potential Loyalists
17199,604,1,145.12,1,1,1,111,04 - At Risk
17200,409,4,356.71,1,3,2,132,06 - Others / Need Attention
17201,75,4,1242.04,3,3,3,333,03 - Loyal Customers
17202,442,1,160.65,1,1,1,111,04 - At Risk
17203,57,10,5575.88,3,4,4,344,03 - Loyal Customers
17204,197,9,5504.6900000000005,2,4,4,244,03 - Loyal Customers
17205,75,3,999.35,3,3,3,333,03 - Loyal Customers
17206,75,1,204.24,3,1,1,311,06 - Others / Need Attention
17207,674,1,303.21999999999997,1,1,1,111,04 - At Risk
17208,417,1,115.35,1,1,1,111,04 - At Risk
17209,671,3,611.6,1,3,2,132,06 - Others / Need Attention
17210,414,1,253.37,1,1,1,111,04 - At Risk
17211,48,13,4046.65,3,4,4,344,03 - Loyal Customers
17212,275,3,794.41,2,3,2,232,06 - Others / Need Attention
17213,62,13,5182.3,3,4,4,344,03 - Loyal Customers
17214,82,6,1069.1200000000001,3,3,3,333,03 - Loyal Customers
17215,486,1,186.15,1,1,1,111,04 - At Risk
17216,576,1,65.05,1,1,1,111,04 - At Risk
17217,256,2,218.0,2,2,1,221,04 - At Risk
17218,26,18,4192.68,4,4,4,444,01 - Champions
17219,53,2,259.13,3,2,1,321,06 - Others / Need Attention
17220,46,21,4481.75,4,4,4,444,01 - Champions
17221,29,5,978.52,4,3,3,433,02 - Potential Loyalists
17222,87,6,1605.01,3,3,3,333,03 - Loyal Customers
17223,332,3,873.53,2,3,2,232,06 - Others / Need Attention
17224,523,1,100.86000000000001,1,1,1,111,04 - At Risk
17225,603,1,131.15,1,1,1,111,04 - At Risk
17226,330,3,900.12,2,3,3,233,03 - Loyal Customers
17227,40,12,2022.03,4,4,3,443,02 - Potential Loyalists
17228,37,13,3177.24,4,4,4,444,01 - Champions
17229,118,2,318.76,2,2,1,221,04 - At Risk
17230,286,18,9924.95,2,4,4,244,03 - Loyal Customers
17231,34,25,7197.04,4,4,4,444,01 - Champions
17232,24,2,421.52,4,2,2,422,06 - Others / Need Attention
17233,57,3,560.86,3,3,2,332,06 - Others / Need Attention
17234,204,1,149.89,2,1,1,211,04 - At Risk
17235,47,8,1904.88,3,4,3,343,03 - Loyal Customers
17236,34,12,1929.26,4,4,3,443,02 - Potential Loyalists
17237,33,4,1002.08,4,3,3,433,02 - Potential Loyalists
17238,24,32,7783.1,4,4,4,444,01 - Champions
17239,334,4,1189.45,2,3,3,233,03 - Loyal Customers
17240,618,1,130.60000000000002,1,1,1,111,04 - At Risk
17241,407,12,2744.14,1,4,4,144,06 - Others / Need Attention
17242,130,5,2889.2799999999997,2,3,4,234,03 - Loyal Customers
17243,23,69,20889.86,4,4,4,444,01 - Champions
17244,75,5,1826.04,3,3,3,333,03 - Loyal Customers
17245,226,2,371.63,2,2,2,222,04 - At Risk
17246,568,2,38.92,1,2,1,121,04 - At Risk
17247,37,1,282.19,4,1,1,411,06 - Others / Need Attention
17248,142,2,546.16,2,2,2,222,04 - At Risk
17249,450,1,68.03,1,1,1,111,04 - At Risk
17250,25,2,384.52,4,2,2,422,06 - Others / Need Attention
17251,384,3,812.4300000000001,2,3,2,232,06 - Others / Need Attention
17252,138,2,353.86,2,2,2,222,04 - At Risk
17253,40,1,178.26,4,1,1,411,06 - Others / Need Attention
17254,26,3,470.73,4,3,2,432,06 - Others / Need Attention
17255,62,4,799.13,3,3,2,332,06 - Others / Need Attention
17256,129,5,498.93,2,3,2,232,06 - Others / Need Attention
17257,458,2,192.73,1,2,1,121,04 - At Risk
17258,418,2,417.3,1,2,2,122,04 - At Risk
17259,170,6,1889.34,2,3,3,233,03 - Loyal Customers
17260,433,1,120.95,1,1,1,111,04 - At Risk
17261,531,1,230.44,1,1,1,111,04 - At Risk
17262,74,11,2757.62,3,4,4,344,03 - Loyal Customers
